0.14223574, 0.14635229, 0.26901066, 0.4279778, 0.25877455, 0.15002352, 0.60082835, 0.6644219, 1.3530813, 1.229909, 0.9832788, 2.1727884, 4.7084317, 1.9846708, 2.4387026, 2.0111358, 2.2653978, 0.5482598, 0.8033944, 0.43730858, 0.65264434, 0.56671077, 0.78074, 1.0346148, 0.8250538, 0.64132065, 0.5696757, 0.82608384, 0.52790976, 0.22298658
0.11844309, 0.14251189, 0.27665842, 0.3999672, 0.26784182, 0.16660593, 0.63694495, 0.7335404, 1.419895, 1.3329418, 1.0678688, 2.092385, 4.7470884, 2.0451608, 2.274503, 2.1390483, 2.2752404, 0.5378174, 0.79854596, 0.42409614, 0.68872124, 0.61214745, 0.78380597, 0.9797784, 0.7238031, 0.60772306, 0.5629915, 0.8354346, 0.4992277, 0.2317006
0.1312301, 0.14338554, 0.28802097, 0.3763302, 0.2793726, 0.18453044, 0.67749906, 0.7961973, 1.4791446, 1.4298724, 1.1519037, 1.9981891, 4.787105, 2.1247673, 2.1365032, 2.268281, 2.293851, 0.5378297, 0.78577775, 0.4326788, 0.7252183, 0.65799093, 0.7669421, 0.92651296, 0.62234926, 0.5728031, 0.55789363, 0.84090316, 0.4740416, 0.2397119
0.12606129, 0.1319609, 0.29909247, 0.3605892, 0.29097703, 0.20736492, 0.71494955, 0.85455936, 1.5168898, 1.522659, 1.2266291, 1.9139248, 4.8372674, 2.2118769, 2.0378754, 2.4006097, 2.3133323, 0.5422778, 0.7643696, 0.45271346, 0.763039, 0.70193523, 0.7251588, 0.87927955, 0.53086936, 0.5402808, 0.55727345, 0.8410415, 0.4544471, 0.2509519
0.12531023, 0.11972549, 0.31130072, 0.3529211, 0.30465043, 0.23365678, 0.7472599, 0.90588206, 1.5333831, 1.6016643, 1.2947745, 1.8783581, 4.884938, 2.313342, 1.9985371, 2.5247798, 2.3430653, 0.53649837, 0.7479001, 0.47396654, 0.80484813, 0.740022, 0.660628, 0.8405366, 0.46604007, 0.50860023, 0.5631754, 0.83278275, 0.44253206, 0.26523784
0.12234724, 0.124739364, 0.32066664, 0.3574442, 0.3237222, 0.26020446, 0.7773168, 0.94323474, 1.5256697, 1.6651189, 1.348873, 1.880188, 4.934649, 2.4210184, 1.999623, 2.640907, 2.3738644, 0.5264205, 0.7349506, 0.4957771, 0.8470087, 0.7735709, 0.5580045, 0.8081446, 0.4157782, 0.4779552, 0.5736927, 0.8154068, 0.43911424, 0.28102615
0.1252537, 0.12653872, 0.32928446, 0.36699027, 0.3492104, 0.2851175, 0.80611634, 0.96079487, 1.4845952, 1.7149055, 1.3827363, 1.9201627, 4.9706225, 2.5404968, 2.0316305, 2.7399173, 2.4082193, 0.5059924, 0.7113485, 0.5226511, 0.8812272, 0.80866784, 0.4834355, 0.7726269, 0.39471477, 0.45634776, 0.5906121, 0.78490824, 0.4373035, 0.29520506
0.11297515, 0.12960826, 0.33554596, 0.3827405, 0.37663215, 0.30988482, 0.8254177, 0.96405405, 1.4203273, 1.742027, 1.3949227, 1.9806176, 4.9954314, 2.663255, 2.0819166, 2.8196244, 2.4401493, 0.48653045, 0.6905475, 0.545477, 0.9138781, 0.837508, 0.43143806, 0.7497199, 0.38027653, 0.44018853, 0.610278, 0.7409842, 0.44301632, 0.30350354
0.11529068, 0.13384087, 0.33898884, 0.40320405, 0.40636075, 0.33300778, 0.8351863, 0.95337844, 1.3365009, 1.749435, 1.375727, 2.0571895, 4.9975953, 2.788675, 2.136738, 2.880121, 2.462039, 0.48152766, 0.67811435, 0.5590315, 0.94326216, 0.861144, 0.4170526, 0.7238301, 0.37644786, 0.43715283, 0.6330517, 0.6855952, 0.44547147, 0.31234482
0.11219622, 0.13587877, 0.33950517, 0.42633364, 0.4390416, 0.3525703, 0.83915013, 0.93059784, 1.2322943, 1.7399042, 1.3223732, 2.1391826, 4.975634, 2.9079814, 2.190784, 2.9132469, 2.4774454, 0.48428616, 0.6644789, 0.56522965, 0.9643101, 0.88240695, 0.4123157, 0.7009312, 0.38019744, 0.4415052, 0.6576061, 0.62339854, 0.44799468, 0.3186598
0.10053568, 0.13656315, 0.33814824, 0.45062348, 0.47367045, 0.36926463, 0.8407747, 0.90328395, 1.1173202, 1.7152803, 1.2224433, 2.2230012, 4.917785, 3.0188901, 2.2312572, 2.9208875, 2.4817593, 0.49514383, 0.6447022, 0.56330526, 0.9774294, 0.89854395, 0.41416937, 0.67758507, 0.38900927, 0.45487022, 0.68169653, 0.5731055, 0.45063195, 0.31983557
0.117374934, 0.15043747, 0.33350068, 0.4777151, 0.5061475, 0.38923037, 0.8464764, 0.87593323, 1.0074309, 1.678629, 1.0583878, 2.3056307, 4.8148174, 3.1139998, 2.2524655, 2.8972497, 2.4783094, 0.5070828, 0.6284783, 0.54412043, 0.9797141, 0.91268647, 0.4166714, 0.6563598, 0.40110847, 0.47181684, 0.70725846, 0.53713787, 0.45073104, 0.31717518
0.1157668, 0.1464671, 0.3261085, 0.50522625, 0.5364572, 0.41066384, 0.858411, 0.8580777, 0.8850445, 1.6309907, 0.94094896, 2.3855577, 4.6517386, 3.1907735, 2.246066, 2.8400712, 2.4694679, 0.514838, 0.6196412, 0.5127545, 0.9638103, 0.9264077, 0.41520315, 0.6343571, 0.41551343, 0.4945439, 0.7293754, 0.5229349, 0.45097253, 0.30902517
0.12850673, 0.15548328, 0.32656348, 0.5287763, 0.56556, 0.4328014, 0.8702159, 0.8586515, 0.7243944, 1.586492, 0.9004147, 2.4562697, 4.424281, 3.2450933, 2.207722, 2.7573597, 2.4517713, 0.5161238, 0.6136806, 0.47188157, 0.9345377, 0.9351816, 0.41177434, 0.6087469, 0.43238705, 0.5174606, 0.75170666, 0.51812404, 0.44914794, 0.29278547
0.13416168, 0.15879387, 0.32724062, 0.55258346, 0.58520883, 0.4614805, 0.88803965, 0.8649111, 0.59453875, 1.5515981, 0.8988887, 2.5132506, 4.1269584, 3.277703, 2.1383817, 2.6497424, 2.4283242, 0.505528, 0.6081142, 0.42450735, 0.89870507, 0.9363552, 0.4043376, 0.5899726, 0.4451534, 0.54341817, 0.7685281, 0.52315223, 0.44792745, 0.27228197
0.1288748, 0.15618446, 0.33124444, 0.57431424, 0.5955195, 0.49301016, 0.9108478, 0.87675303, 0.5461698, 1.520151, 0.92045575, 2.5532367, 3.770035, 3.2900991, 2.0510268, 2.5198553, 2.4023395, 0.47177526, 0.6039802, 0.37674063, 0.85114074, 0.9359858, 0.38630706, 0.56989485, 0.4582422, 0.56658554, 0.7842688, 0.5298732, 0.4476394, 0.24227366
0.09980474, 0.1466571, 0.33731836, 0.59525335, 0.591926, 0.52708143, 0.9349222, 0.89484406, 0.53063464, 1.4903165, 0.956793, 2.569894, 3.3958006, 3.294632, 1.9581548, 2.3767154, 2.3691444, 0.41009408, 0.6026485, 0.36213443, 0.7733547, 0.9334561, 0.36737555, 0.546752, 0.4649906, 0.5905329, 0.78913337, 0.54372436, 0.44268543, 0.22721957
0.09695621, 0.14535128, 0.34586695, 0.61297166, 0.5693118, 0.56415594, 0.95893157, 0.91427827, 0.53816485, 1.4621576, 0.99829286, 2.5627522, 3.0927026, 3.2980595, 1.8778555, 2.2293067, 2.3331504, 0.34845638, 0.6077264, 0.36218464, 0.69939417, 0.9209212, 0.35780698, 0.53257287, 0.46160746, 0.612666, 0.7872627, 0.5565367, 0.4381965, 0.21163663
0.10509903, 0.15133782, 0.353922, 0.63036567, 0.5319812, 0.59967583, 0.9844183, 0.9291965, 0.55894184, 1.4385898, 1.0381395, 2.5277557, 2.9047828, 3.3122373, 1.8131691, 2.0958042, 2.292421, 0.3466608, 0.62100816, 0.3643865, 0.6368742, 0.9053583, 0.35016477, 0.5125139, 0.4529388, 0.6307106, 0.77266, 0.57133245, 0.42811006, 0.20479314
